Date,TankID,Temp_Complete,Sal_Complete,CT_Complete,AT_Complete,pH_Complete,pCO2_Complete,CaSat_Complete,ArgSat_Complete,Temp_2W,Sal_2W,pH_NBS_2W,pH_scaleFree_2W,Temp_Cal,Sal_Cal,CT_Cal,AT_Cal,pH_Cal,pCO2_Cal,CaSat_Cal,ArgSat_Cal
2017-06-13,1,17.8,30.240187765,1896.352885,2057.464609,7.93,501.15,3.015,1.93,17.3857142857143,29.9557870171429,8.08627,7.78988,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06,1,18.2,30.42063061,1902.416601,2073.010291,7.943,487.2,3.17,2.03,17.3166666666667,29.9342021966667,8.01930666666667,7.72313,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-24,2,17.68,30.777133078,1956.4106114,2109.3660076,7.8934,578.84,2.924,1.872,17.9428571428571,30.8517261057143,8.13700857142857,7.83175142857143,17.5333333333333,30.5660055833333,1944.45466866667,2082.163501,7.862,627.566666666667,2.69333333333333,1.72333333333333
2017-08-23,2,18.1142857142857,30.8458971514286,1967.19961314286,2121.993538,7.89,582.785714285714,2.96142857142857,1.89857142857143,19.3428571428571,31.0236142414286,8.08025428571429,7.77329714285714,17.5333333333333,30.5660055833333,1944.45466866667,2082.163501,7.862,627.566666666667,2.69333333333333,1.72333333333333
2017-06-26,2,17.5333333333333,30.5660055833333,1944.45466866667,2082.163501,7.862,627.566666666667,2.69333333333333,1.72333333333333,17.0857142857143,30.7052601442857,8.20018142857143,7.89637428571429,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05,2,18.1,30.52271327,1899.827673,2076.771131,7.958,468.6,3.26,2.09,17.2833333333333,29.989987575,8.02594666666667,7.72921833333333,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-13,2,17.75,30.30817371,1893.673253,2056.7754115,7.9345,495.15,3.04,1.945,17.3857142857143,30.0229244342857,8.09182571428572,7.79477,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06,2,18.1,30.52271327,1899.827673,2076.771131,7.958,468.6,3.26,2.09,17.3166666666667,30.0067615316667,8.01900833333333,7.72211333333333,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-24,3,17.7,30.777133078,1954.5697332,2107.9823184,7.8986,556.46,2.918,1.866,17.9714285714286,30.8421312271429,8.13208142857143,7.82692,17.5333333333333,30.5660055833333,1925.63579233333,2078.63817833333,7.907,536.233333333333,2.89333333333333,1.85
2017-08-23,3,18.1285714285714,30.8314568928571,1968.97611028571,2120.414571,7.88471428571429,581.157142857143,2.90285714285714,1.85857142857143,19.3428571428571,31.0234220585714,8.07542,7.76846714285714,17.5333333333333,30.5660055833333,1925.63579233333,2078.63817833333,7.907,536.233333333333,2.89333333333333,1.85
2017-06-26,3,17.5333333333333,30.5660055833333,1925.63579233333,2078.63817833333,7.907,536.233333333333,2.89333333333333,1.85,17.1,30.7242965557143,8.20774142857143,7.90374428571429,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-05,3,18.1,30.52271327,1913.169539,2068.176676,7.905,536.6,2.93,1.87,17.3833333333333,30.0067730366667,8.02896,7.73206333333333,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-13,3,17.75,30.30817371,1900.399795,2053.525065,7.9105,526.1,2.89,1.845,17.4,30.0277074228571,8.09264285714286,7.79554,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-06,3,18.1,30.52271327,1913.169539,2068.176676,7.905,536.6,2.93,1.87,17.3333333333333,30.0235469933333,8.023865,7.72680166666667,NA,NA,NA,NA,NA,NA,NA,NA
